Incident_ID,Date,State,City,Region,Attack_Type,Target_System,Industry,Severity,Affected_Users,Data_Compromised_GB,Financial_Loss_INR,Response_Time_Minutes,Attack_Source,Outcome,Mitigation_Method,CERT_Status,Risk_Score,DateParsed,Severity_Score,Risk_Band,SLA_Threshold_Min,SLA_Met,Country,State_Incident_Count,State_Avg_Risk,State_Avg_Response,State_HighCritical_Pct,Hotspot_Cluster,Hotspot_Cluster_Name
INC004536,06-07-2022,Delhi,New Delhi,North,Zero-Day Exploit,Web App,Government,Critical,3612,187.52,7220589,667,Internal,Under Investigation,Emergency Patch,Open,98,06-07-2022,90,Critical,240,Missed,India,513,68.31968811,223.5048733,68.42105263,B,Medium-volume hotspot
INC004537,29-12-2024,Telangana,Warangal,South,Data Breach,Network,Manufacturing,High,1946,222.57,1392243,234,External,Under Investigation,Encryption,Open,70,29-12-2024,70,High,240,Met,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC004538,19-07-2022,Maharashtra,Mumbai,West,Insider Threat,Web App,Healthcare,High,586,231.18,2919719,141,Internal,Under Investigation,Access Revocation,Escalated,71,19-07-2022,70,High,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC004539,18-11-2021,Karnataka,Bengaluru,South,Data Breach,Network,Education,Critical,1749,76.03,18798800,436,External,Successful,Encryption,Closed,93,18-11-2021,90,Critical,240,Missed,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC004540,07-11-2020,West Bengal,Kolkata,East,Malware,Cloud Server,Manufacturing,Medium,2626,249.52,344730,39,External,Blocked,EDR Isolation,Open,45,07-11-2020,50,Medium,240,Met,India,399,67.28571429,228.0576441,67.1679198,B,Medium-volume hotspot
INC004541,29-04-2025,Karnataka,Bengaluru,South,Ransomware,Cloud Server,Telecom,Critical,2997,135.86,15581122,294,Internal,Under Investigation,Backup Recovery,Escalated,87,29-04-2025,90,Critical,240,Missed,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC004542,05-02-2025,Kerala,Kochi,South,Ransomware,Cloud Server,Education,Critical,4204,55.2,12313814,512,External,Successful,Backup Recovery,Closed,97,05-02-2025,90,Critical,240,Missed,India,329,67.17933131,221.0911854,65.34954407,A,Low-volume hotspot
INC004543,20-07-2022,Karnataka,Bengaluru,South,Insider Threat,Email Server,Education,High,4628,136.16,2546278,147,External,Successful,Access Revocation,Open,68,20-07-2022,70,High,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC004544,14-02-2021,Karnataka,Bengaluru,South,DDoS,Network,Healthcare,High,4416,33.12,4025247,102,Internal,Successful,Firewall Rules,Escalated,79,14-02-2021,70,High,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC004545,24-12-2020,Uttar Pradesh,Noida,North,Zero-Day Exploit,Cloud Server,Education,Critical,4929,155.62,14039713,692,Internal,Under Investigation,Emergency Patch,Closed,91,24-12-2020,90,Critical,240,Missed,India,449,68.56124722,225.2895323,68.15144766,B,Medium-volume hotspot
INC004546,28-06-2024,Telangana,Warangal,South,Ransomware,Cloud Server,IT,Critical,4591,37.57,10312029,514,Internal,Successful,Backup Recovery,Escalated,99,28-06-2024,90,Critical,240,Missed,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC004547,16-04-2025,Gujarat,Ahmedabad,West,Malware,Web App,Healthcare,Medium,3910,196.43,756212,34,Internal,Mitigated,EDR Isolation,Closed,47,16-04-2025,50,Medium,240,Met,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC004548,16-01-2023,Gujarat,Surat,West,Insider Threat,Cloud Server,Education,High,2265,68.84,4333262,127,External,Successful,Access Revocation,Open,73,16-01-2023,70,High,240,Met,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC004549,12-03-2023,Maharashtra,Pune,West,Insider Threat,Email Server,Manufacturing,High,1909,77.52,1941476,196,Internal,Under Investigation,Access Revocation,Escalated,64,12-03-2023,70,High,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC004550,27-02-2021,Tamil Nadu,Chennai,South,SQL Injection,Email Server,Telecom,High,482,47.32,3737179,210,Internal,Successful,Patch Management,Escalated,64,27-02-2021,70,High,240,Met,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC004551,04-03-2022,Gujarat,Ahmedabad,West,Ransomware,API,Banking,Critical,3443,65,6215985,714,Internal,Successful,Backup Recovery,Escalated,100,04-03-2022,90,Critical,240,Missed,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC004552,20-05-2024,Andhra Pradesh,Visakhapatnam,South,Insider Threat,Network,Government,High,36,36.87,3138798,227,External,Under Investigation,Access Revocation,Open,69,20-05-2024,70,High,240,Met,India,275,67.46181818,217.3454545,66.90909091,A,Low-volume hotspot
INC004553,26-09-2020,Gujarat,Surat,West,Insider Threat,API,Education,High,4051,100.85,2196752,193,External,Successful,Emergency Patch,Escalated,79,26-09-2020,70,High,240,Met,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC004554,03-08-2024,Telangana,Warangal,South,Insider Threat,Email Server,Healthcare,High,2881,135.16,2926549,190,Internal,Successful,Access Revocation,Open,80,03-08-2024,70,Critical,240,Met,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC004555,28-11-2021,Telangana,Warangal,South,Phishing,Web App,Retail,Medium,308,211.48,402136,32,External,Mitigated,Password Reset,Escalated,57,28-11-2021,50,Medium,240,Met,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC004556,13-02-2022,Karnataka,Mysuru,South,DDoS,Network,Telecom,High,556,4.92,1596475,120,Internal,Under Investigation,Firewall Rules,Escalated,78,13-02-2022,70,High,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC004557,05-06-2024,Tamil Nadu,Chennai,South,Phishing,Cloud Server,Manufacturing,Low,813,244.37,36797,13,External,Blocked,MFA,Open,28,05-06-2024,25,Low,240,Met,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC004558,02-07-2024,Maharashtra,Pune,West,SQL Injection,API,Telecom,High,4045,81.64,2208998,165,External,Successful,Patch Management,Escalated,77,02-07-2024,70,High,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC004559,11-07-2022,Telangana,Hyderabad,South,Zero-Day Exploit,Network,Telecom,Critical,158,72.08,18963814,478,External,Successful,Emergency Patch,Closed,94,11-07-2022,90,Critical,240,Missed,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC004560,21-11-2022,Maharashtra,Mumbai,West,DDoS,Database,Education,High,2799,118.29,3760211,204,Internal,Successful,Firewall Rules,Closed,69,21-11-2022,70,High,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC004561,03-06-2024,Karnataka,Mysuru,South,Ransomware,Cloud Server,Telecom,Critical,1623,151.98,15477492,513,External,Under Investigation,Backup Recovery,Escalated,98,03-06-2024,90,Critical,240,Missed,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC004562,10-08-2022,West Bengal,Siliguri,East,Insider Threat,Network,Retail,High,205,48.98,4952097,214,Internal,Under Investigation,Access Revocation,Escalated,67,10-08-2022,70,High,240,Met,India,399,67.28571429,228.0576441,67.1679198,B,Medium-volume hotspot
INC004563,09-09-2020,Gujarat,Surat,West,Ransomware,Email Server,Healthcare,Critical,205,169.73,12790563,334,Internal,Successful,Backup Recovery,Closed,81,09-09-2020,90,Critical,240,Missed,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC004564,21-08-2022,Tamil Nadu,Coimbatore,South,Insider Threat,Web App,Healthcare,High,3787,70.9,1049460,188,Internal,Successful,Access Revocation,Closed,61,21-08-2022,70,High,240,Met,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC004565,16-09-2022,Uttar Pradesh,Noida,North,SQL Injection,Email Server,Telecom,Medium,4355,223.85,748348,45,Internal,Mitigated,Patch Management,Escalated,42,16-09-2022,50,Medium,240,Met,India,449,68.56124722,225.2895323,68.15144766,B,Medium-volume hotspot
INC004566,07-11-2021,Delhi,New Delhi,North,Insider Threat,Email Server,Retail,High,2167,113.59,3698600,145,Internal,Successful,Access Revocation,Closed,64,07-11-2021,70,High,240,Met,India,513,68.31968811,223.5048733,68.42105263,B,Medium-volume hotspot
INC004567,19-02-2021,Karnataka,Bengaluru,South,DDoS,Cloud Server,Manufacturing,High,2525,226.38,4770345,218,Internal,Successful,Firewall Rules,Escalated,72,19-02-2021,70,High,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC004568,30-06-2022,West Bengal,Siliguri,East,SQL Injection,Cloud Server,Telecom,Medium,622,200.97,315839,76,External,Blocked,Patch Management,Escalated,48,30-06-2022,50,Medium,240,Met,India,399,67.28571429,228.0576441,67.1679198,B,Medium-volume hotspot
INC004569,12-08-2020,Uttar Pradesh,Lucknow,North,SQL Injection,Database,Retail,High,2123,9.9,3756350,196,External,Successful,Patch Management,Escalated,76,12-08-2020,70,High,240,Met,India,449,68.56124722,225.2895323,68.15144766,B,Medium-volume hotspot
INC004570,17-12-2023,Tamil Nadu,Chennai,South,Data Breach,Email Server,Government,High,3705,179.82,2335458,195,Internal,Under Investigation,Encryption,Escalated,75,17-12-2023,70,High,240,Met,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC004571,01-04-2025,Kerala,Thiruvananthapuram,South,Phishing,Database,IT,Low,3685,75.31,10453,14,External,Mitigated,MFA,Closed,34,01-04-2025,25,Low,240,Met,India,329,67.17933131,221.0911854,65.34954407,A,Low-volume hotspot
INC004572,24-05-2024,Karnataka,Bengaluru,South,Phishing,Email Server,Healthcare,Low,2589,36.23,74963,6,Internal,Mitigated,MFA,Closed,31,24-05-2024,25,Low,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC004573,12-03-2022,Delhi,New Delhi,North,Data Breach,Database,Government,High,2486,7.03,4297370,105,External,Under Investigation,Encryption,Open,68,12-03-2022,70,High,240,Met,India,513,68.31968811,223.5048733,68.42105263,B,Medium-volume hotspot
INC004574,06-08-2021,Maharashtra,Pune,West,Zero-Day Exploit,Network,Healthcare,Critical,111,62.33,11295261,534,External,Under Investigation,Emergency Patch,Closed,91,06-08-2021,90,Critical,240,Missed,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC004575,22-07-2021,Maharashtra,Mumbai,West,Zero-Day Exploit,API,Manufacturing,Critical,918,141.87,5851890,296,Internal,Successful,Emergency Patch,Escalated,64,22-07-2021,90,High,240,Missed,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC004576,14-02-2021,Andhra Pradesh,New Delhi,South,Ransomware,Network,Government,Critical,2458,235.37,13146187,656,Internal,Under Investigation,Emergency Patch,Closed,97,14-02-2021,90,Critical,240,Missed,India,275,67.46181818,217.3454545,66.90909091,A,Low-volume hotspot
INC004577,26-01-2024,Karnataka,Mysuru,South,SQL Injection,Web App,Banking,Medium,690,188.86,116506,62,External,Mitigated,Patch Management,Escalated,42,26-01-2024,50,Medium,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC004578,05-06-2025,Maharashtra,Pune,West,DDoS,API,Healthcare,High,3075,22.05,2544374,131,Internal,Under Investigation,Firewall Rules,Escalated,69,05-06-2025,70,High,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC004579,13-07-2024,Karnataka,Bengaluru,South,Ransomware,API,Telecom,Critical,875,103.88,18088843,330,Internal,Under Investigation,Backup Recovery,Open,100,13-07-2024,90,Critical,240,Missed,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC004580,30-10-2023,Andhra Pradesh,Visakhapatnam,South,Zero-Day Exploit,Network,Manufacturing,Critical,4936,166.88,10381192,531,External,Under Investigation,Emergency Patch,Open,99,30-10-2023,90,Critical,240,Missed,India,275,67.46181818,217.3454545,66.90909091,A,Low-volume hotspot
INC004581,02-03-2025,Maharashtra,Mumbai,West,Phishing,Email Server,Manufacturing,Medium,2922,26.64,663324,32,Internal,Blocked,Password Reset,Escalated,45,02-03-2025,50,Medium,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC004582,06-02-2024,Gujarat,Surat,West,Insider Threat,Database,Retail,High,263,184.61,4398975,174,Internal,Under Investigation,Access Revocation,Closed,80,06-02-2024,70,Critical,240,Met,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC004583,06-02-2024,Maharashtra,Pune,West,DDoS,Database,Retail,High,918,121.93,4880654,233,Internal,Under Investigation,Firewall Rules,Open,62,06-02-2024,70,High,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC004584,07-03-2024,West Bengal,Siliguri,East,DDoS,Network,Education,High,918,109.78,3710884,165,Internal,Successful,Firewall Rules,Closed,73,07-03-2024,70,High,240,Met,India,399,67.28571429,228.0576441,67.1679198,B,Medium-volume hotspot
INC004585,20-12-2023,Maharashtra,Mumbai,West,Data Breach,Database,Manufacturing,Critical,1837,19.84,9453221,272,External,Under Investigation,Encryption,Escalated,91,20-12-2023,90,Critical,240,Missed,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC004586,15-11-2024,Maharashtra,Mumbai,West,Phishing,Cloud Server,Retail,Low,2826,245.06,66170,13,Internal,Mitigated,MFA,Open,31,15-11-2024,25,Low,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC004587,06-06-2024,Delhi,New Delhi,North,DDoS,Network,Manufacturing,High,4508,178.24,3808232,213,Internal,Successful,Firewall Rules,Escalated,64,06-06-2024,70,High,240,Met,India,513,68.31968811,223.5048733,68.42105263,B,Medium-volume hotspot
INC004588,25-02-2020,Maharashtra,Pune,West,Zero-Day Exploit,API,Government,Critical,336,216.01,11265777,474,External,Under Investigation,Emergency Patch,Closed,95,25-02-2020,90,Critical,240,Missed,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC004589,07-06-2024,Tamil Nadu,Chennai,South,DDoS,API,Banking,High,908,33.59,2008927,103,Internal,Under Investigation,Firewall Rules,Escalated,72,07-06-2024,70,High,240,Met,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC004590,15-09-2020,West Bengal,Kolkata,East,Data Breach,Cloud Server,Telecom,High,4635,121.29,1985032,148,Internal,Successful,Encryption,Closed,65,15-09-2020,70,High,240,Met,India,399,67.28571429,228.0576441,67.1679198,B,Medium-volume hotspot
INC004591,05-08-2022,Maharashtra,Pune,West,SQL Injection,API,Retail,Medium,4967,24.71,510687,64,External,Mitigated,Patch Management,Open,58,05-08-2022,50,Medium,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC004592,20-03-2021,Maharashtra,Mumbai,West,Data Breach,API,Retail,Critical,1151,2.64,14441315,586,Internal,Under Investigation,Encryption,Escalated,91,20-03-2021,90,Critical,240,Missed,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC004593,26-08-2021,Tamil Nadu,Coimbatore,South,Data Breach,Cloud Server,IT,Critical,128,7.38,9209429,367,Internal,Under Investigation,Encryption,Open,88,26-08-2021,90,Critical,240,Missed,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC004594,09-12-2021,Uttar Pradesh,Noida,North,Insider Threat,Database,Education,High,2145,13.3,2508631,208,External,Under Investigation,Access Revocation,Escalated,79,09-12-2021,70,High,240,Met,India,449,68.56124722,225.2895323,68.15144766,B,Medium-volume hotspot
INC004595,03-10-2021,Karnataka,Mysuru,South,DDoS,Network,Telecom,High,727,238.33,1798332,238,Internal,Under Investigation,Firewall Rules,Closed,63,03-10-2021,70,High,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC004596,12-08-2021,Telangana,Hyderabad,South,DDoS,Email Server,Education,High,3872,205.78,4260232,213,External,Under Investigation,Firewall Rules,Escalated,73,12-08-2021,70,High,240,Met,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC004597,26-09-2022,Maharashtra,Mumbai,West,Insider Threat,Network,IT,High,4018,12.66,4698907,141,Internal,Successful,Access Revocation,Escalated,61,26-09-2022,70,High,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC004598,22-08-2020,West Bengal,Kolkata,East,Malware,Network,Telecom,Medium,4643,78.92,916266,44,External,Blocked,EDR Isolation,Closed,47,22-08-2020,50,Medium,240,Met,India,399,67.28571429,228.0576441,67.1679198,B,Medium-volume hotspot
INC004599,06-12-2025,Gujarat,Ahmedabad,West,Phishing,Cloud Server,Retail,Medium,3987,174.01,750489,61,Internal,Blocked,MFA,Escalated,48,06-12-2025,50,Medium,240,Met,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC004600,08-06-2023,Maharashtra,Pune,West,Insider Threat,Web App,Government,High,3453,175.17,3786036,176,Internal,Under Investigation,Access Revocation,Open,64,08-06-2023,70,High,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC004601,11-11-2023,Maharashtra,Pune,West,SQL Injection,Cloud Server,Education,High,4007,149.79,4546203,156,External,Successful,Patch Management,Open,77,11-11-2023,70,High,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC004602,13-08-2023,Telangana,Hyderabad,South,Malware,Web App,Telecom,Medium,4651,207.23,292168,66,External,Blocked,EDR Isolation,Escalated,54,13-08-2023,50,Medium,240,Met,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC004603,02-12-2024,Tamil Nadu,Chennai,South,Phishing,Database,Telecom,Medium,4971,118.12,849259,42,External,Mitigated,Password Reset,Closed,49,02-12-2024,50,Medium,240,Met,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC004604,31-10-2022,Telangana,Warangal,South,Data Breach,Cloud Server,IT,High,1282,120.33,1965803,173,Internal,Under Investigation,Encryption,Escalated,72,31-10-2022,70,High,240,Met,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC004605,30-01-2024,Gujarat,Surat,West,Phishing,Database,Telecom,Medium,2605,232.22,167218,87,Internal,Blocked,MFA,Open,39,30-01-2024,50,Low,240,Met,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC004606,02-05-2023,Telangana,Hyderabad,South,Insider Threat,Email Server,Education,High,2162,109.15,100614,205,Internal,Successful,Emergency Patch,Escalated,73,02-05-2023,70,High,240,Met,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC004607,18-12-2022,Telangana,Hyderabad,South,Zero-Day Exploit,Network,Telecom,Critical,4673,54.69,18594595,338,Internal,Successful,Emergency Patch,Closed,64,18-12-2022,90,High,240,Missed,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC004608,09-12-2022,Gujarat,Ahmedabad,West,Zero-Day Exploit,API,Retail,Critical,966,80.59,8293609,309,External,Under Investigation,Emergency Patch,Open,91,09-12-2022,90,Critical,240,Missed,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC004609,07-05-2021,Maharashtra,Mumbai,West,Phishing,Cloud Server,Banking,Low,1877,170.89,32890,28,External,Mitigated,Password Reset,Escalated,31,07-05-2021,25,Low,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC004610,08-03-2021,Gujarat,Surat,West,DDoS,Database,Banking,High,996,186.16,2472091,190,External,Successful,Firewall Rules,Closed,78,08-03-2021,70,High,240,Met,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC004611,15-01-2021,Andhra Pradesh,Visakhapatnam,South,Ransomware,Cloud Server,IT,Critical,1337,53.78,8353599,375,Internal,Under Investigation,Backup Recovery,Escalated,84,15-01-2021,90,Critical,240,Missed,India,275,67.46181818,217.3454545,66.90909091,A,Low-volume hotspot
INC004612,06-07-2021,Maharashtra,Pune,West,Ransomware,Email Server,Government,Critical,4635,242.1,16715763,529,External,Successful,Backup Recovery,Open,93,06-07-2021,90,Critical,240,Missed,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC004613,12-04-2021,Andhra Pradesh,Visakhapatnam,South,DDoS,Network,Education,High,1283,178.03,3823636,135,External,Successful,Emergency Patch,Closed,69,12-04-2021,70,High,240,Met,India,275,67.46181818,217.3454545,66.90909091,A,Low-volume hotspot
INC004614,12-11-2024,Gujarat,New Delhi,West,Data Breach,Network,Manufacturing,Critical,3216,20.01,9341281,375,Internal,Successful,Encryption,Escalated,64,12-11-2024,90,High,240,Missed,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC004615,20-02-2022,Kerala,Thiruvananthapuram,South,SQL Injection,Database,Manufacturing,High,325,8.5,4650017,181,Internal,Under Investigation,Patch Management,Open,65,20-02-2022,70,High,240,Met,India,329,67.17933131,221.0911854,65.34954407,A,Low-volume hotspot
INC004616,04-12-2023,Karnataka,New Delhi,South,Insider Threat,Web App,Healthcare,High,123,158.51,2848311,147,Internal,Successful,Access Revocation,Open,66,04-12-2023,70,High,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC004617,23-02-2024,Maharashtra,Pune,West,Ransomware,API,Government,Critical,918,150.68,9033473,636,External,Successful,Backup Recovery,Escalated,93,23-02-2024,90,Critical,240,Missed,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC004618,27-03-2025,Uttar Pradesh,Lucknow,North,Insider Threat,Network,Banking,High,1487,27.06,3794452,114,External,Successful,Access Revocation,Open,74,27-03-2025,70,High,240,Met,India,449,68.56124722,225.2895323,68.15144766,B,Medium-volume hotspot
INC004619,25-01-2020,Telangana,Warangal,South,Insider Threat,Database,Telecom,High,2112,166.3,2038533,191,Internal,Successful,Access Revocation,Open,65,25-01-2020,70,High,240,Met,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC004620,18-06-2021,Delhi,New Delhi,North,SQL Injection,API,Healthcare,Medium,2664,203.41,616245,82,Internal,Mitigated,Patch Management,Escalated,55,18-06-2021,50,Medium,240,Met,India,513,68.31968811,223.5048733,68.42105263,B,Medium-volume hotspot
INC004621,10-03-2022,Gujarat,Surat,South,Zero-Day Exploit,Database,Healthcare,Critical,3253,17.27,5237649,353,External,Under Investigation,Emergency Patch,Open,100,10-03-2022,90,Critical,240,Missed,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC004622,13-02-2024,Gujarat,Surat,West,DDoS,Web App,Government,High,918,246.02,4577466,165,Internal,Successful,Firewall Rules,Open,73,13-02-2024,70,High,240,Met,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC004623,10-08-2021,Tamil Nadu,Coimbatore,South,Insider Threat,API,Manufacturing,High,3543,37.04,100614,168,External,Successful,Access Revocation,Closed,75,10-08-2021,70,High,240,Met,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC004624,03-02-2021,Delhi,New Delhi,North,Data Breach,Cloud Server,Banking,Critical,4889,22.17,7966787,304,External,Under Investigation,Encryption,Open,86,03-02-2021,90,Critical,240,Missed,India,513,68.31968811,223.5048733,68.42105263,B,Medium-volume hotspot
INC004625,23-02-2023,Karnataka,Mysuru,South,Ransomware,Database,Education,Critical,2613,215.71,7946470,344,External,Under Investigation,Backup Recovery,Escalated,81,23-02-2023,90,Critical,240,Missed,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC004626,03-05-2021,Gujarat,Surat,West,Phishing,Network,Healthcare,Low,4886,31.04,75648,22,External,Blocked,MFA,Open,18,03-05-2021,25,Low,240,Met,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC004627,09-08-2024,Telangana,Warangal,South,SQL Injection,Network,Retail,Medium,3358,158.51,348186,47,Internal,Blocked,Patch Management,Open,42,09-08-2024,50,Medium,240,Met,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC004628,27-08-2021,Andhra Pradesh,Vijayawada,South,SQL Injection,Email Server,IT,High,3613,115.98,1386146,233,External,Successful,Patch Management,Escalated,67,27-08-2021,70,High,240,Met,India,275,67.46181818,217.3454545,66.90909091,A,Low-volume hotspot
INC004629,21-08-2020,Uttar Pradesh,Lucknow,North,SQL Injection,Web App,Manufacturing,Medium,3006,58.38,716606,165,Internal,Blocked,Patch Management,Open,56,21-08-2020,50,Medium,240,Met,India,449,68.56124722,225.2895323,68.15144766,B,Medium-volume hotspot
INC004630,10-08-2024,West Bengal,Kolkata,East,SQL Injection,Cloud Server,Government,Medium,786,49.67,587065,66,Internal,Mitigated,Emergency Patch,Closed,56,10-08-2024,50,Medium,240,Met,India,399,67.28571429,228.0576441,67.1679198,B,Medium-volume hotspot
INC004631,23-12-2020,Tamil Nadu,Chennai,South,Ransomware,Database,Government,Critical,3246,214.91,11429163,412,External,Successful,Backup Recovery,Closed,100,23-12-2020,90,Critical,240,Missed,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC004632,13-04-2020,Telangana,Hyderabad,South,Ransomware,Database,Government,Critical,26,28.62,19895195,648,Internal,Successful,Backup Recovery,Open,94,13-04-2020,90,Critical,240,Missed,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC004633,12-10-2024,Gujarat,Surat,West,Malware,API,Government,Medium,966,240.08,100493,70,Internal,Mitigated,EDR Isolation,Closed,60,12-10-2024,50,High,240,Met,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC004634,23-12-2024,Maharashtra,Pune,West,Zero-Day Exploit,API,Banking,Critical,132,58.68,15598922,699,Internal,Successful,Emergency Patch,Escalated,83,23-12-2024,90,Critical,240,Missed,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC004635,11-05-2021,Delhi,New Delhi,North,Insider Threat,Network,Education,High,544,205.61,4968921,116,External,Successful,Access Revocation,Open,67,11-05-2021,70,High,240,Met,India,513,68.31968811,223.5048733,68.42105263,B,Medium-volume hotspot
INC004636,24-02-2025,Andhra Pradesh,Vijayawada,South,Ransomware,Network,Healthcare,Critical,2295,29.46,15343339,317,Internal,Under Investigation,Emergency Patch,Escalated,93,24-02-2025,90,Critical,240,Missed,India,275,67.46181818,217.3454545,66.90909091,A,Low-volume hotspot
INC004637,07-05-2024,Delhi,New Delhi,North,Ransomware,Email Server,Education,Critical,918,34.23,8314237,346,External,Successful,Backup Recovery,Escalated,85,07-05-2024,90,Critical,240,Missed,India,513,68.31968811,223.5048733,68.42105263,B,Medium-volume hotspot
INC004638,10-02-2024,Delhi,New Delhi,North,Insider Threat,Network,Telecom,High,1700,158.51,4483114,233,Internal,Successful,Access Revocation,Open,79,10-02-2024,70,High,240,Met,India,513,68.31968811,223.5048733,68.42105263,B,Medium-volume hotspot
INC004639,21-08-2022,Telangana,Hyderabad,South,SQL Injection,Network,Telecom,High,1323,85.68,100614,139,Internal,Under Investigation,Patch Management,Closed,78,21-08-2022,70,High,240,Met,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC004640,24-06-2022,Karnataka,Mysuru,South,Phishing,Cloud Server,IT,Low,768,4.66,83760,20,Internal,Mitigated,Password Reset,Open,30,24-06-2022,25,Low,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC004641,08-02-2024,Kerala,Kochi,South,Data Breach,Email Server,Banking,High,3688,248.22,3148440,93,External,Successful,Encryption,Open,68,08-02-2024,70,High,240,Met,India,329,67.17933131,221.0911854,65.34954407,A,Low-volume hotspot
